icd_code,icd_chapter
S52311G,(S00-T88)
S52322B,(S00-T88)
S52326E,(S00-T88)
S52331F,(S00-T88)
S52333F,(S00-T88)
S52342S,(S00-T88)
S52361B,(S00-T88)
S52364M,(S00-T88)
S52371E,(S00-T88)
S52381C,(S00-T88)
S52381J,(S00-T88)
S52501J,(S00-T88)
S52549K,(S00-T88)
S52551G,(S00-T88)
S52552J,(S00-T88)
S52552Q,(S00-T88)
S52559R,(S00-T88)
S52579Q,(S00-T88)
S52602G,(S00-T88)
S5262,(S00-T88)
S52622A,(S00-T88)
S52691M,(S00-T88)
S5292,(S00-T88)
S53005D,(S00-T88)
S53012A,(S00-T88)
S53013,(S00-T88)
S53031A,(S00-T88)
S53033A,(S00-T88)
S53102D,(S00-T88)
S53145,(S00-T88)
S55101D,(S00-T88)
S55209A,(S00-T88)
S5589,(S00-T88)
S55909D,(S00-T88)
S55911S,(S00-T88)
S56001D,(S00-T88)
S5601,(S00-T88)
S561,(S00-T88)
S56109,(S00-T88)
S56115S,(S00-T88)
S56117A,(S00-T88)
S56123S,(S00-T88)
S56129D,(S00-T88)
S56196A,(S00-T88)
S56197A,(S00-T88)
S56211S,(S00-T88)
S56412,(S00-T88)
S56416S,(S00-T88)
S56522D,(S00-T88)
S56822D,(S00-T88)
S58111,(S00-T88)
S59009P,(S00-T88)
S59021P,(S00-T88)
S59111K,(S00-T88)
S59129S,(S00-T88)
S59149,(S00-T88)
S59219D,(S00-T88)
S5929,(S00-T88)
S60039,(S00-T88)
S60051A,(S00-T88)
S60052D,(S00-T88)
S60132D,(S00-T88)
S60312A,(S00-T88)
S60322A,(S00-T88)
S60349D,(S00-T88)
S60414A,(S00-T88)
S60420A,(S00-T88)
S60427,(S00-T88)
S60443,(S00-T88)
S60456,(S00-T88)
S60462D,(S00-T88)
S60862S,(S00-T88)
S60911S,(S00-T88)
S61012D,(S00-T88)
S6102,(S00-T88)
S61041D,(S00-T88)
S61102D,(S00-T88)
S61112D,(S00-T88)
S61225D,(S00-T88)
S61249D,(S00-T88)
S61250A,(S00-T88)
S61304A,(S00-T88)
S61329S,(S00-T88)
S61337,(S00-T88)
S61345D,(S00-T88)
S61357A,(S00-T88)
S61509A,(S00-T88)
S62016,(S00-T88)
S62016S,(S00-T88)
S62021B,(S00-T88)
S62025A,(S00-T88)
S62113D,(S00-T88)
S62115G,(S00-T88)
S62126K,(S00-T88)
S62134G,(S00-T88)
S6216,(S00-T88)
S62162,(S00-T88)
S63072A,(S00-T88)
S62166A,(S00-T88)
S62212P,(S00-T88)
S62223K,(S00-T88)
S62236S,(S00-T88)
S62242G,(S00-T88)
S62292D,(S00-T88)
S62299G,(S00-T88)
S62305P,(S00-T88)
S62308D,(S00-T88)
S62309A,(S00-T88)
S62332B,(S00-T88)
S62339K,(S00-T88)
S62341A,(S00-T88)
S62349P,(S00-T88)
S62350A,(S00-T88)
S62366A,(S00-T88)
S62366B,(S00-T88)
S62397S,(S00-T88)
S62398K,(S00-T88)
S62399P,(S00-T88)
S62502G,(S00-T88)
S62514,(S00-T88)
S62607S,(S00-T88)
S62612B,(S00-T88)
S62614D,(S00-T88)
S62628D,(S00-T88)
S62628K,(S00-T88)
S62630,(S00-T88)
S62631P,(S00-T88)
S62634A,(S00-T88)
S62634P,(S00-T88)
S62645B,(S00-T88)
S62646K,(S00-T88)
S62654K,(S00-T88)
S63051,(S00-T88)
S63066,(S00-T88)
S63066A,(S00-T88)
S6310,(S00-T88)
S63102S,(S00-T88)
S63131A,unknown
S63207D,(S00-T88)
S63216A,(S00-T88)
S63218A,(S00-T88)
S63219A,(S00-T88)
S63239,(S00-T88)
S63239S,(S00-T88)
S63247,(S00-T88)
S63252D,(S00-T88)
S63257A,(S00-T88)
S63266A,(S00-T88)
S63267D,(S00-T88)
S63280D,(S00-T88)
S63299D,(S00-T88)
S63312S,(S00-T88)
S63399D,(S00-T88)
S63427D,(S00-T88)
S63502S,(S00-T88)
S63529,(S00-T88)
S63654S,(S00-T88)
S63656A,(S00-T88)
S63695,(S00-T88)
S639,(S00-T88)
S6440XA,(S00-T88)
S65011S,(S00-T88)
S65109,(S00-T88)
S65302A,(S00-T88)
S65399D,(S00-T88)
S65502D,(S00-T88)
S65504S,(S00-T88)
S65506S,(S00-T88)
S65518A,(S00-T88)
S65591S,(S00-T88)
S65801D,(S00-T88)
S65819S,(S00-T88)
S65991D,(S00-T88)
S66001D,(S00-T88)
S66106D,(S00-T88)
S66114,(S00-T88)
S66191,(S00-T88)
S66192D,(S00-T88)
S66308D,(S00-T88)
S66321D,(S00-T88)
S66329A,(S00-T88)
S6639,(S00-T88)
S66392S,(S00-T88)
S66393S,(S00-T88)
S66509D,(S00-T88)
S66517S,(S00-T88)
S66522A,(S00-T88)
S6742XA,(S00-T88)
S6791XD,(S00-T88)
S68019D,(S00-T88)
S68021D,(S00-T88)
S68122D,(S00-T88)
S68127D,(S00-T88)
S68519S,(S00-T88)
S68721,(S00-T88)
S6991XA,(S00-T88)
S70219,(S00-T88)
S7032,(S00-T88)
S70329D,(S00-T88)
S7036,(S00-T88)
S70912,(S00-T88)
S71119,(S00-T88)
S72009P,(S00-T88)
S72012F,(S00-T88)
S72023H,(S00-T88)
S72023K,(S00-T88)
S72024H,(S00-T88)
S72026B,(S00-T88)
S72044M,(S00-T88)
S72065N,(S00-T88)
S72101G,(S00-T88)
S72115P,(S00-T88)
S72123C,(S00-T88)
S72132H,(S00-T88)
S72136P,(S00-T88)
S72136S,(S00-T88)
S72143K,(S00-T88)
S72143S,(S00-T88)
S72144H,(S00-T88)
S7222XD,(S00-T88)
S7224XP,(S00-T88)
S7225XK,(S00-T88)
S7225XN,(S00-T88)
S72302D,(S00-T88)
S72321A,(S00-T88)
S72322P,(S00-T88)
S72323Q,(S00-T88)
S72326G,(S00-T88)
S72333B,(S00-T88)
S72342H,(S00-T88)
S72345H,(S00-T88)
S72346Q,(S00-T88)
S72352B,(S00-T88)
S72352C,(S00-T88)
S72356F,(S00-T88)
S72363M,(S00-T88)
S72364G,(S00-T88)
S72364Q,(S00-T88)
S72365A,(S00-T88)
S72391B,(S00-T88)
S72391K,(S00-T88)
S72399,(S00-T88)
S72401A,(S00-T88)
S72409,(S00-T88)
S72423R,(S00-T88)
S72426H,(S00-T88)
S72426M,(S00-T88)
S72426P,(S00-T88)
S72432N,(S00-T88)
S72433A,(S00-T88)
S72433F,(S00-T88)
S72433N,(S00-T88)
S72441B,(S00-T88)
S72441R,(S00-T88)
S72451C,(S00-T88)
S72455G,(S00-T88)
S72462E,(S00-T88)
S72462Q,(S00-T88)
S72491G,(S00-T88)
S72499D,(S00-T88)
S728X2Q,(S00-T88)
S73006S,(S00-T88)
S73011A,(S00-T88)
S73101S,(S00-T88)
S74,(S00-T88)
S7400,(S00-T88)
S75091,(S00-T88)
S75111D,(S00-T88)
S75209A,(S00-T88)
S75211S,(S00-T88)
S75999,(S00-T88)
S76001S,(S00-T88)
S76111D,(S00-T88)
S76292S,(S00-T88)
S76311A,(S00-T88)
S76311S,(S00-T88)
S76322S,(S00-T88)
S76901S,(S00-T88)
S78922S,(S00-T88)
S78929S,(S00-T88)
S79012P,(S00-T88)
S79092P,(S00-T88)
S79099G,(S00-T88)
S79101P,(S00-T88)
S79111P,(S00-T88)
S79131D,(S00-T88)
S79149S,(S00-T88)
S79811S,(S00-T88)
S799,(S00-T88)
S80,(S00-T88)
S80821,(S00-T88)
S80841D,(S00-T88)
S81021D,(S00-T88)
S81032D,(S00-T88)
S8182,(S00-T88)
S81839A,(S00-T88)
S82009J,(S00-T88)
S82012C,(S00-T88)
S82024E,(S00-T88)
S82031G,(S00-T88)
S82032M,(S00-T88)
S82043C,(S00-T88)
S82046P,(S00-T88)
S82101K,(S00-T88)
S82109,(S00-T88)
S82111E,(S00-T88)
S82113N,(S00-T88)
S82122D,(S00-T88)
S82123A,(S00-T88)
S82125G,(S00-T88)
S8213,(S00-T88)
S82131M,(S00-T88)
S82131S,(S00-T88)
S82133G,(S00-T88)
S82141,(S00-T88)
S82143F,(S00-T88)
S82146J,(S00-T88)
S82146N,(S00-T88)
S82146Q,(S00-T88)
S82152G,(S00-T88)
S82191S,(S00-T88)
S82192,(S00-T88)
S82202N,(S00-T88)
S82222P,(S00-T88)
S82226Q,(S00-T88)
S82233R,(S00-T88)
S82234,(S00-T88)
S82234S,(S00-T88)
S82241B,(S00-T88)
S82242N,(S00-T88)
S82243K,(S00-T88)
S82244S,(S00-T88)
S82254R,(S00-T88)
S82262,(S00-T88)
S82264B,(S00-T88)
S82264M,(S00-T88)
S8229,(S00-T88)
S82302S,(S00-T88)
S82312P,(S00-T88)
S82391F,(S00-T88)
S82399M,(S00-T88)
S82425A,(S00-T88)
S82426C,(S00-T88)
S82431N,(S00-T88)
S82432M,(S00-T88)
S82434C,(S00-T88)
S82443M,(S00-T88)
S82446D,(S00-T88)
S82451A,(S00-T88)
S8246,(S00-T88)
S82462N,(S00-T88)
S82463P,(S00-T88)
S82466B,(S00-T88)
S8253XA,(S00-T88)
S826,(S00-T88)
S8262XR,(S00-T88)
S82829D,(S00-T88)
S82829G,(S00-T88)
S82832F,(S00-T88)
S82832P,(S00-T88)
S82842A,(S00-T88)
S82842K,(S00-T88)
S82851R,(S00-T88)
S83014D,(S00-T88)
S82865D,(S00-T88)
S82866G,(S00-T88)
S82872H,(S00-T88)
S82872K,(S00-T88)
S82892K,(S00-T88)
S82899M,(S00-T88)
S83003S,(S00-T88)
S83116D,(S00-T88)
S83201S,(S00-T88)
S83222D,(S00-T88)
S8331XA,(S00-T88)
S83502,(S00-T88)
S85121S,(S00-T88)
S85152A,(S00-T88)
S85161D,(S00-T88)
S85169A,(S00-T88)
S85211D,(S00-T88)
S85401D,(S00-T88)
S8541,(S00-T88)
S85419A,(S00-T88)
S86001D,(S00-T88)
S86029S,(S00-T88)
S86091,(S00-T88)
S86301,(S00-T88)
S86902S,(S00-T88)
S89049K,(S00-T88)
S89099P,(S00-T88)
S89191G,(S00-T88)
S89209P,(S00-T88)
S89312G,(S00-T88)
S89312S,(S00-T88)
S8939,(S00-T88)
S89391P,(S00-T88)
S8980,(S00-T88)
S8980XD,(S00-T88)
S8982XA,(S00-T88)
S8991XA,(S00-T88)
S90111D,(S00-T88)
S90422A,(S00-T88)
S90422D,(S00-T88)
S90425S,(S00-T88)
S90456D,(S00-T88)
S90464S,(S00-T88)
S90465,(S00-T88)
S90476,(S00-T88)
S90542D,(S00-T88)
S90549,(S00-T88)
S90829A,(S00-T88)
S9092,(S00-T88)
S90929D,(S00-T88)
S90934D,(S00-T88)
S90936,(S00-T88)
S91022,(S00-T88)
S91101,(S00-T88)
S91103,(S00-T88)
S91129D,(S00-T88)
S91155D,(S00-T88)
S91159D,(S00-T88)
S91204S,(S00-T88)
S91205A,(S00-T88)
S91225,(S00-T88)
S92022A,(S00-T88)
S92032D,(S00-T88)
S92035D,(S00-T88)
S92036A,(S00-T88)
S92041B,(S00-T88)
S92041G,(S00-T88)
S92043,(S00-T88)
S92061B,(S00-T88)
S92062S,(S00-T88)
S92109K,(S00-T88)
S92121P,(S00-T88)
S92136S,(S00-T88)
S92151S,(S00-T88)
S92209D,(S00-T88)
S92225B,(S00-T88)
S92244G,(S00-T88)
S92251B,(S00-T88)
S92252,(S00-T88)
S92302S,(S00-T88)
S92323S,(S00-T88)
S92344B,(S00-T88)
S9235,(S00-T88)
S92354D,(S00-T88)
S92402K,(S00-T88)
S92415P,(S00-T88)
S92506G,(S00-T88)
S92511K,(S00-T88)
S92532D,(S00-T88)
S92535K,(S00-T88)
S92592A,(S00-T88)
S93103A,(S00-T88)
S93105D,(S00-T88)
S93114A,(S00-T88)
S93136A,(S00-T88)
S93142S,(S00-T88)
S93305A,(S00-T88)
S93314S,(S00-T88)
S93331D,(S00-T88)
S93402,(S00-T88)
S93491A,(S00-T88)
S93502S,(S00-T88)
S93503,(S00-T88)
S93509A,(S00-T88)
S9410XA,(S00-T88)
S9412XS,(S00-T88)
S9431,(S00-T88)
S948X,(S00-T88)
S95819S,(S00-T88)
S96092D,(S00-T88)
S96221S,(S00-T88)
S9682,(S00-T88)
S98911,(S00-T88)
S98919D,(S00-T88)
S98922,(S00-T88)
S98922A,(S00-T88)
S99099K,(S00-T88)
S99102S,(S00-T88)
S99131B,(S00-T88)
S99132D,(S00-T88)
S99209D,(S00-T88)
S99812A,(S00-T88)
S99912,(S00-T88)
T1582XA,(S00-T88)
T169XXD,(S00-T88)
T1730,(S00-T88)
T17428,(S00-T88)
T17510S,(S00-T88)
T17808,(S00-T88)
T17820A,(S00-T88)
T17918A,(S00-T88)
T18118S,(S00-T88)
T1819,(S00-T88)
T2000XA,(S00-T88)
T2004XA,(S00-T88)
T2019XS,(S00-T88)
T2033,(S00-T88)
T2049XA,(S00-T88)
T2060,(S00-T88)
T20611A,(S00-T88)
T2064XS,(S00-T88)
T2141XA,(S00-T88)
T2171XD,(S00-T88)
T2176XS,(S00-T88)
T22032,(S00-T88)
T22141,(S00-T88)
T22161,(S00-T88)
T22222A,(S00-T88)
T22312A,(S00-T88)
T22452A,(S00-T88)
T22469A,(S00-T88)
T22619S,(S00-T88)
T23022A,(S00-T88)
T23022S,(S00-T88)
T23041D,(S00-T88)
T23131A,(S00-T88)
T23162D,(S00-T88)
T23209,(S00-T88)
T23262,(S00-T88)
T23262S,(S00-T88)
T23299,(S00-T88)
T23349S,(S00-T88)
T23361D,(S00-T88)
T23369,(S00-T88)
T23532,(S00-T88)
T23621S,(S00-T88)
T23632,(S00-T88)
T23742A,(S00-T88)
T240,(S00-T88)
T24332S,(S00-T88)
T24602S,(S00-T88)
T25111S,(S00-T88)
T25119D,(S00-T88)
T25219D,(S00-T88)
T25332S,(S00-T88)
T25399,(S00-T88)
T25499S,(S00-T88)
T256,(S00-T88)
T25632,(S00-T88)
T2600XA,(S00-T88)
T2622XD,(S00-T88)
T28412,(S00-T88)
T2890,(S00-T88)
T28912A,(S00-T88)
T304,(S00-T88)
T3121,(S00-T88)
T3160,(S00-T88)
T3198,(S00-T88)
T328,(S00-T88)
T33019S,(S00-T88)
T332,(S00-T88)
T3372XD,(S00-T88)
T339,(S00-T88)
T340,(S00-T88)
T362X1S,(S00-T88)
T362X3A,(S00-T88)
T364X4,(S00-T88)
T365X1A,(S00-T88)
T365X3A,(S00-T88)
T368X5D,(S00-T88)
T3696XS,(S00-T88)
T370X6D,(S00-T88)
T371X3A,(S00-T88)
T383X3S,(S00-T88)
T38806D,(S00-T88)
T38891S,(S00-T88)
T38901S,(S00-T88)
T39094S,(S00-T88)
T391,(S00-T88)
T392X3,(S00-T88)
T39392D,(S00-T88)
T398X2A,(S00-T88)
T3992,(S00-T88)
T3995XA,(S00-T88)
T410X5D,(S00-T88)
T411X1S,(S00-T88)
T411X2A,(S00-T88)
T41204A,(S00-T88)
T41295A,(S00-T88)
T421X1D,(S00-T88)
T421X4A,(S00-T88)
T424X2D,(S00-T88)
T425X,(S00-T88)
T426X3S,(S00-T88)
T4276XD,(S00-T88)
T43015D,(S00-T88)
T43026D,(S00-T88)
T43216S,(S00-T88)
T43221S,(S00-T88)
T43223,(S00-T88)
T43292,(S00-T88)
T434X4S,(S00-T88)
T43601,(S00-T88)
T43603S,(S00-T88)
T43625S,(S00-T88)
T4363,(S00-T88)
T43631D,(S00-T88)
T43692D,(S00-T88)
T438X2A,(S00-T88)
T441X2D,(S00-T88)
T441X3S,(S00-T88)
T444X,(S00-T88)
T445X5A,(S00-T88)
T446,(S00-T88)
T450X3,(S00-T88)
T451X4A,(S00-T88)
T452X3A,(S00-T88)
T453X4A,(S00-T88)
T454X2,(S00-T88)
T45511S,(S00-T88)
T45515D,(S00-T88)
T45601S,(S00-T88)
T45613D,(S00-T88)
T45614,(S00-T88)
T4592,(S00-T88)
T4594XA,(S00-T88)
T462X4A,(S00-T88)
T463X,(S00-T88)
T463X4A,(S00-T88)
T467X2D,(S00-T88)
T468X3A,(S00-T88)
T470X1A,(S00-T88)
T471X1A,(S00-T88)
T471X1D,(S00-T88)
T477X5D,(S00-T88)
T477X5S,(S00-T88)
T478X,(S00-T88)
T481X6A,(S00-T88)
T48293S,(S00-T88)
T484X2D,(S00-T88)
T484X5,(S00-T88)
T485X6S,(S00-T88)
T486X3D,(S00-T88)
T489,(S00-T88)
T4899,(S00-T88)
T490X3,(S00-T88)
T490X3A,(S00-T88)
T492X5A,(S00-T88)
T494X2S,(S00-T88)
T494X4D,(S00-T88)
T496X,(S00-T88)
T4996,(S00-T88)
T504X,(S00-T88)
T508X2,(S00-T88)
T508X6D,(S00-T88)
T50906A,(S00-T88)
T50991A,(S00-T88)
T50B11A,(S00-T88)
T50Z16D,(S00-T88)
T511,(S00-T88)
T513,(S00-T88)
T513X3,(S00-T88)
T518X2S,(S00-T88)
T522X1D,(S00-T88)
T523X1D,(S00-T88)
T524X2D,(S00-T88)
T531X3S,(S00-T88)
T536X1D,(S00-T88)
T540X1A,(S00-T88)
T542X4,(S00-T88)
T550X4,(S00-T88)
T551X3A,(S00-T88)
T564X2S,(S00-T88)
T565,(S00-T88)
T567X2A,(S00-T88)
T567X4,(S00-T88)
T571X2S,(S00-T88)
T573X2,(S00-T88)
T5791,(S00-T88)
T595X2A,(S00-T88)
T596X,(S00-T88)
T5989,(S00-T88)
T5994XD,(S00-T88)
T600X1A,(S00-T88)
T601X1D,(S00-T88)
T608X4,(S00-T88)
T6092XA,(S00-T88)
T6114,(S00-T88)
T6193XS,(S00-T88)
T628,(S00-T88)
T63003S,(S00-T88)
T63011D,(S00-T88)
T63083D,(S00-T88)
T63111A,(S00-T88)
T632X4A,(S00-T88)
T633,(S00-T88)
T63452A,(S00-T88)
T63452D,(S00-T88)
T63481S,(S00-T88)
T63623S,(S00-T88)
T63822,(S00-T88)
T63894D,(S00-T88)
T6394XD,(S00-T88)
T6482XA,(S00-T88)
T650X1S,(S00-T88)
T65221,(S00-T88)
T655X3D,(S00-T88)
T656X2A,(S00-T88)
T7029XS,(S00-T88)
T730XXS,(S00-T88)
T740,(S00-T88)
T7523XD,(S00-T88)
T7661XD,(S00-T88)
T80419S,(S00-T88)
T81524S,(S00-T88)
T81531A,(S00-T88)
T81536A,(S00-T88)
T81591S,(S00-T88)
T816,(S00-T88)
T8201XA,(S00-T88)
T82211S,(S00-T88)
T82390,(S00-T88)
T82515A,(S00-T88)
T82530,(S00-T88)
T82530D,(S00-T88)
T82817S,(S00-T88)
T83022S,(S00-T88)
T8332,(S00-T88)
T8341,(S00-T88)
T83512S,(S00-T88)
T83719D,(S00-T88)
T83728A,(S00-T88)
T83728S,(S00-T88)
T8383XS,(S00-T88)
T84019A,(S00-T88)
T84069A,(S00-T88)
T84191D,(S00-T88)
T8454XS,(S00-T88)
T84612A,(S00-T88)
T84622A,(S00-T88)
T8483XD,(S00-T88)
T8509XD,(S00-T88)
T85511A,(S00-T88)
T85614,(S00-T88)
T85615A,(S00-T88)
T85621D,(S00-T88)
T8569,(S00-T88)
T85731S,(S00-T88)
T8579XD,(S00-T88)
T86859,(S00-T88)
T883,(S00-T88)
T884XXS,(S00-T88)
T889XXS,(S00-T88)
V00128S,(V00-Y99)
V00138,(V00-Y99)
V00138A,(V00-Y99)
V00151A,(V00-Y99)
V00188D,(V00-Y99)
V00281A,(V00-Y99)
V00321S,(V00-Y99)
V0038,(V00-Y99)
V00838D,(V00-Y99)
V0110XD,(V00-Y99)
V0111XD,(V00-Y99)
V0112XD,(V00-Y99)
V0191,(V00-Y99)
V0309XA,(V00-Y99)
V0419,(V00-Y99)
V0511XD,(V00-Y99)
V0909XS,(V00-Y99)
V0920XD,(V00-Y99)
V104XXA,(V00-Y99)
V113,(V00-Y99)
V119XXS,(V00-Y99)
V131XXD,(V00-Y99)
V133XXS,(V00-Y99)
V154,(V00-Y99)
V154XXS,(V00-Y99)
V155XXD,(V00-Y99)
V192,(V00-Y99)
V203XXA,(V00-Y99)
V219,(V00-Y99)
V235XXS,(V00-Y99)
V241XXD,(V00-Y99)
V242,(V00-Y99)
V279,(V00-Y99)
V293XXS,(V00-Y99)
V332XXA,(V00-Y99)
V347XXD,(V00-Y99)
V350XXA,(V00-Y99)
V353XXA,(V00-Y99)
V365XXA,(V00-Y99)
V374XXA,(V00-Y99)
V374XXS,(V00-Y99)
V381XXS,(V00-Y99)
V385XXS,(V00-Y99)
V389XXS,(V00-Y99)
V3909,(V00-Y99)
V393XXA,(V00-Y99)
V404XXS,(V00-Y99)
V407XXA,(V00-Y99)
V414XXD,(V00-Y99)
V423XXA,(V00-Y99)
V4323XA,(V00-Y99)
V433,(V00-Y99)
V4354XS,(V00-Y99)
V4392XA,(V00-Y99)
V4392XD,(V00-Y99)
V443,(V00-Y99)
V452,(V00-Y99)
V4711XS,unknown
V471XXD,(V00-Y99)
V472,(V00-Y99)
V4909,(V00-Y99)
V4919XS,(V00-Y99)
V4920XD,(V00-Y99)
V501XXD,(V00-Y99)
V503,(V00-Y99)
V513XXA,(V00-Y99)
V513XXD,(V00-Y99)
V526,(V00-Y99)
V536XXS,(V00-Y99)
V56,(V00-Y99)
V5949XD,(V00-Y99)
V605XXS,(V00-Y99)
V616,(V00-Y99)
V626XXA,(V00-Y99)
V642,(V00-Y99)
V662XXA,(V00-Y99)
V716XXS,(V00-Y99)
V720XXS,(V00-Y99)
V752XXA,(V00-Y99)
V787XXS,(V00-Y99)
V7909XD,(V00-Y99)
V7920,(V00-Y99)
V80010,(V00-Y99)
V8042XD,(V00-Y99)
V8062XS,(V00-Y99)
V80710A,(V00-Y99)
V80731S,(V00-Y99)
V810XXD,(V00-Y99)
V812XXA,(V00-Y99)
V816XXD,(V00-Y99)
V820XXD,(V00-Y99)
V821XXD,(V00-Y99)
V836,(V00-Y99)
V843XXS,(V00-Y99)
V8612XD,(V00-Y99)
V8616XA,(V00-Y99)
V8625,(V00-Y99)
V8629XD,(V00-Y99)
V8636,(V00-Y99)
V8642XS,(V00-Y99)
V8671XA,(V00-Y99)
V8696XS,(V00-Y99)
V872,(V00-Y99)
V890XXD,(V00-Y99)
V9002XA,(V00-Y99)
V9005XA,(V00-Y99)
V9130XD,(V00-Y99)
V9204,(V00-Y99)
V9229XA,(V00-Y99)
V9311,(V00-Y99)
V9369XD,(V00-Y99)
V9383XA,(V00-Y99)
V9384XA,(V00-Y99)
V9422XS,(V00-Y99)
V9481,(V00-Y99)
V9510XD,(V00-Y99)
V9515XA,(V00-Y99)
V9529XS,(V00-Y99)
V9539XS,(V00-Y99)
V9549XA,(V00-Y99)
V958XXS,(V00-Y99)
V9603XD,(V00-Y99)
V9604,(V00-Y99)
V9609XS,(V00-Y99)
V9613XD,(V00-Y99)
V970XXA,(V00-Y99)
V970XXS,(V00-Y99)
V9729XD,(V00-Y99)
V9732XS,(V00-Y99)
V980,(V00-Y99)
W001XXD,(V00-Y99)
W010XXS,(V00-Y99)
W01198D,(V00-Y99)
W101XXD,(V00-Y99)
W138XXA,(V00-Y99)
W1611,(V00-Y99)
W1612,(V00-Y99)
W1672,(V00-Y99)
W170XXA,(V00-Y99)
W170XXD,(V00-Y99)
W184,(V00-Y99)
W1840XD,(V00-Y99)
W2189XA,(V00-Y99)
W2210XD,(V00-Y99)
W25XXXS,(V00-Y99)
W3081XA,(V00-Y99)
W3081XD,(V00-Y99)
W311,(V00-Y99)
W3303,(V00-Y99)
W3401,(V00-Y99)
W34011S,(V00-Y99)
W34110S,(V00-Y99)
W34118,(V00-Y99)
W5521XD,(V00-Y99)
W5552XA,(V00-Y99)
W5632XA,(V00-Y99)
W5689XD,(V00-Y99)
W86,(V00-Y99)
W891XXD,(V00-Y99)
X0800,(V00-Y99)
X378XXS,(V00-Y99)
X738XXD,(V00-Y99)
X773,(V00-Y99)
X778XXA,(V00-Y99)
X782XXA,(V00-Y99)
X82,(V00-Y99)
X822XXA,(V00-Y99)
X991XXA,(V00-Y99)
Y00XXXA,(V00-Y99)
Y07421,(V00-Y99)
Y07499,(V00-Y99)
Y219XXD,(V00-Y99)
Y233XXS,(V00-Y99)
Y35193A,(V00-Y99)
Y35291D,(V00-Y99)
Y35303,(V00-Y99)
Y35403A,(V00-Y99)
Y35403D,(V00-Y99)
Y3541,(V00-Y99)
Y35411,(V00-Y99)
Y35411S,(V00-Y99)
Y3602,(V00-Y99)
Y36130,(V00-Y99)
Y36271A,(V00-Y99)
Y3653,(V00-Y99)
Y366,(V00-Y99)
Y36821D,(V00-Y99)
Y37090,(V00-Y99)
Y37110D,(V00-Y99)
Y37131S,(V00-Y99)
Y37231A,(V00-Y99)
Y37271S,(V00-Y99)
Y3733,(V00-Y99)
Y37441D,(V00-Y99)
Y3749,(V00-Y99)
Y37490D,(V00-Y99)
Y37521,(V00-Y99)
Y382X,(V00-Y99)
Y384X1D,(V00-Y99)
Y384X1S,(V00-Y99)
Y387X1S,(V00-Y99)
Y38811,(V00-Y99)
Y66,(V00-Y99)
Y700,(V00-Y99)
Y723,(V00-Y99)
Y92038,(V00-Y99)
Y92512,(V00-Y99)
Y9301,(V00-Y99)
Y9311,(V00-Y99)
Y9319,(V00-Y99)
Y933,(V00-Y99)
Y9349,(V00-Y99)
Y9351,(V00-Y99)
Y93J1,(V00-Y99)
Z0001,(Z00-Z99)
Z00129,(Z00-Z99)
Z01118,(Z00-Z99)
Z0142,(Z00-Z99)
Z022,(Z00-Z99)
Z0289,(Z00-Z99)
Z1349,(Z00-Z99)
Z1501,(Z00-Z99)
Z205,(Z00-Z99)
Z2809,(Z00-Z99)
Z3144,(Z00-Z99)
Z3769,(Z00-Z99)
Z3869,(Z00-Z99)
Z3A15,(Z00-Z99)
Z45,(Z00-Z99)
Z45320,(Z00-Z99)
Z460,(Z00-Z99)
Z4823,(Z00-Z99)
Z524,(Z00-Z99)
Z55,(Z00-Z99)
Z6281,(Z00-Z99)
Z6721,(Z00-Z99)
Z7282,(Z00-Z99)
Z8581,(Z00-Z99)
Z8582,(Z00-Z99)
Z85831,(Z00-Z99)
Z8742,(Z00-Z99)
Z886,(Z00-Z99)
Z8951,(Z00-Z99)
Z903,(Z00-Z99)
Z9089,(Z00-Z99)
Z9112,(Z00-Z99)
Z9114,(Z00-Z99)
Z9142,(Z00-Z99)
Z959,(Z00-Z99)
Z98891,(Z00-Z99)
A270,(A00-B99)
A320,(A00-B99)
A327,(A00-B99)
A449,(A00-B99)
A4902,(A00-B99)
A5210,(A00-B99)
A5219,(A00-B99)
A5274,(A00-B99)
A698,(A00-B99)
A871,(A00-B99)
A888,(A00-B99)
B268,(A00-B99)
B417,(A00-B99)
B51,(A00-B99)
B675,(A00-B99)
B69,(A00-B99)
B778,(A00-B99)
B883,(A00-B99)
B9620,(A00-B99)
B965,(A00-B99)
C020,(C00-D49)
C180,(C00-D49)
C4311,(C00-D49)
C441991,(C00-D49)
C44219,(C00-D49)
C4442,(C00-D49)
C452,(C00-D49)
C4A112,(C00-D49)
C61,(C00-D49)
C68,(C00-D49)
C7220,(C00-D49)
C7490,(C00-D49)
C759,(C00-D49)
C771,(C00-D49)
C793,(C00-D49)
C8127,(C00-D49)
C8170,(C00-D49)
C8191,(C00-D49)
C820,(C00-D49)
C8235,(C00-D49)
C8305,(C00-D49)
C8385,(C00-D49)
C8477,(C00-D49)
C8510,(C00-D49)
C8516,(C00-D49)
C9000,(C00-D49)
C93Z2,(C00-D49)
D00,(C00-D49)
D0330,(C00-D49)
D045,(C00-D49)
D0769,(C00-D49)
D104,(C00-D49)
D313,(C00-D49)
D320,(C00-D49)
D3A094,(C00-D49)
D499,(C00-D49)
D5740,(D50-D89)
D6852,(D50-D89)
D700,(D50-D89)
D8683,(D50-D89)
E08319,(E00-E89)
E0841,(E00-E89)
E0910,(E00-E89)
E092,(E00-E89)
